0,3,2339:0,0,89,8,0,0,0,0,0
0,3,5219:0,0,0,170,0,0,2,0,0
0,3,3059:86,0,0,2,0,0,20,0,0
1,3,12469:0,0,0,2,2,0,0,0,0
1,3,6119:2,0,0,0,2,0,0,0,0
1,3,3149:2,0,0,2,0,0,0,0,0
0,3,8069:0,5,0,1,8,0,0,0,0
0,3,5369:2,0,0,0,9,9,0,0,0
0,3,6089:2,0,0,0,1,17,0,0,0
0,3,5959:74,0,0,83,0,0,0,8,0
0,3,2399:5,0,2,2,0,0,0,0,0
0,3,3799:101,0,0,107,0,0,0,68,0
0,3,1589:14,131,0,8,0,0,0,0,0
0,3,5279:22,0,0,0,0,2,0,0,0
0,3,959:8,0,0,0,0,0,0,0,0
0,3,3839:3,0,0,2,0,0,2,0,0
1,3,12659:0,0,0,0,2,2,0,0,0
1,3,11849:0,0,0,2,0,2,0,0,0
1,3,11899:0,0,0,2,0,0,0,2,0
1,3,6359:2,0,0,0,2,0,0,0,0
1,3,4829:2,0,2,0,0,0,0,0,0
1,3,6179:2,0,0,0,0,2,0,0,0
0,3,10229:0,0,0,1,14,8,0,0,0
0,3,10279:0,0,0,13,11,0,0,0,0
0,3,6409:71,0,0,0,0,4,0,143,0
0,3,5419:10,0,0,0,3,0,0,6,0
0,3,3989:1,0,0,0,0,68,0,20,0
0,3,6139:2,0,0,0,2,0,0,41,0
0,3,5329:2,0,0,5,0,0,0,53,0
0,3,3849:6,0,0,16,0,0,0,0,2
1,3,5789:2,0,0,0,0,0,0,2,0
1,3,6229:2,0,0,0,0,0,0,2,0
